area_era_m2,id_building,temperature_cooling_supply_C,temperature_cooling_return_C,temperature_heating_supply_C,temperature_heating_return_C,area_facade_m2,area_roof_solar_m2,temperature_interior_C,ratio,status,id_class,solar_gain_factor_signature_m2,thermal_specific_capacity_Wh_m2_K,thermal_transmittance_signature_kW_m2_K
1720.0,851,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0012133023151206905
1720.0,852,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0013482244563809548
1720.0,853,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0012233742048460717
1720.0,854,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0012383659607827526
1720.0,855,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0013338613941718319
1720.0,856,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0012488112454319775
1720.0,857,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0012467924536808239
1720.0,858,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001347709164293149
1720.0,859,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0013355015150769449
1720.0,860,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001150026282527378
1720.0,861,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001332638275331142
1720.0,862,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0012112811449903004
1720.0,863,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0013477428932070147
1720.0,864,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0011860773587152762
1146.6666666666667,865,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0019376023145738777
1146.6666666666667,866,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0017954636767016983
1146.6666666666667,867,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0019801712291836046
1146.6666666666667,868,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001879391638116365
1146.6666666666667,869,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0019150433023884686
1146.6666666666667,870,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001863737804805465
1146.6666666666667,871,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0018774972297472604
1146.6666666666667,872,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001964180451974604
1146.6666666666667,873,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002083854604621621
1146.6666666666667,874,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001709286928748994
1146.6666666666667,875,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0018573716390704077
1146.6666666666667,876,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0019139495940628554
1146.6666666666667,877,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002054282087706677
1146.6666666666667,878,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001885464462100375
1146.6666666666667,879,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0017742578762876757
1146.6666666666667,880,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0019347585836216416
1146.6666666666667,881,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001930331766263107
1146.6666666666667,882,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0018913778296089612
1146.6666666666667,883,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0018199534726810358
1146.6666666666667,884,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0020223366845714325
1146.6666666666667,885,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0018350613072691075
1146.6666666666667,886,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0018575489411741287
1146.6666666666667,887,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002000792091257748
1146.6666666666667,888,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001873216868147966
1146.6666666666667,889,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001870188680521236
1146.6666666666667,890,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002021563746439724
1146.6666666666667,891,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0020032522726154173
1146.6666666666667,892,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.001725039423791067
1146.6666666666667,893,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0019989574129967128
1146.6666666666667,894,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0018169217174854508
1146.6666666666667,895,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0020216143398105223
1146.6666666666667,896,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0017791160380729143
860.0,897,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.00258346975276517
860.0,898,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0023939515689355975
860.0,899,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0026402283055781393
860.0,900,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0025058555174884865
860.0,901,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0025533910698512913
860.0,902,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.00248498373974062
860.0,903,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0025033296396630134
860.0,904,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002618907269299472
860.0,905,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0027784728061621615
860.0,906,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002279049238331992
860.0,907,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0024764955187605436
860.0,908,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002551932792083807
860.0,909,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002739042783608903
860.0,910,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0025139526161338335
860.0,911,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002365677168383568
860.0,912,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002579678111495522
860.0,913,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002573775688350809
860.0,914,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0025218371061452817
860.0,915,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002426604630241381
860.0,916,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0026964489127619096
860.0,917,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0024467484096921434
860.0,918,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002476731921565505
860.0,919,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0026677227883436638
860.0,920,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002497622490863955
860.0,921,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0024935849073616477
860.0,922,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002695418328586298
860.0,923,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0026710030301538897
860.0,924,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002300052565054756
860.0,925,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002665276550662284
860.0,926,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.002422562289980601
860.0,927,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0026954857864140295
860.0,928,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0023721547174305525
688.0,929,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003229337190956463
688.0,930,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0029924394611694975
688.0,931,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003300285381972674
688.0,932,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0031323193968606083
688.0,933,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003191738837314114
688.0,934,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003106229674675775
688.0,935,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003129162049578767
688.0,936,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0032736340866243397
688.0,937,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0034730910077027015
688.0,938,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0028488115479149904
688.0,939,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0030956193984506795
688.0,940,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0031899159901047592
688.0,941,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003423803479511129
688.0,942,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0031424407701672917
688.0,943,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.00295709646047946
688.0,944,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0032245976393694025
688.0,945,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0032172196104385113
688.0,946,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003152296382681602
688.0,947,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0030332557878017265
688.0,948,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003370561140952387
688.0,949,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003058435512115179
688.0,950,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0030959149019568815
688.0,951,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0033346534854295797
688.0,952,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003122028113579944
688.0,953,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0031169811342020596
688.0,954,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0033692729107328728
688.0,955,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0033387537876923626
688.0,956,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0028750657063184447
688.0,957,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003331595688327855
688.0,958,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.003028202862475751
688.0,959,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0033693572330175366
688.0,960,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],I,0.07,119.4,0.0029651933967881905
1720.0,961,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001291734876382585
1720.0,962,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0011969757844677987
1720.0,963,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013201141527890696
1720.0,964,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012529277587442432
1720.0,965,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012766955349256457
1720.0,966,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.00124249186987031
1720.0,967,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012516648198315067
1720.0,968,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001309453634649736
1720.0,969,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013892364030810807
1720.0,970,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001139524619165996
1720.0,971,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012382477593802718
1720.0,972,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012759663960419036
1720.0,973,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013695213918044516
1720.0,974,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012569763080669167
1720.0,975,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001182838584191784
1720.0,976,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001289839055747761
1720.0,977,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012868878441754045
1720.0,978,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012609185530726408
1720.0,979,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012133023151206905
1720.0,980,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013482244563809548
1720.0,981,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012233742048460717
1720.0,982,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012383659607827526
1720.0,983,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013338613941718319
1720.0,984,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012488112454319775
1720.0,985,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012467924536808239
1720.0,986,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001347709164293149
1720.0,987,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013355015150769449
1720.0,988,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001150026282527378
1720.0,989,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001332638275331142
1720.0,990,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0012112811449903004
1720.0,991,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0013477428932070147
1720.0,992,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0011860773587152762
1146.6666666666667,993,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0019376023145738777
1146.6666666666667,994,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0017954636767016983
1146.6666666666667,995,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0019801712291836046
1146.6666666666667,996,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001879391638116365
1146.6666666666667,997,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0019150433023884686
1146.6666666666667,998,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001863737804805465
1146.6666666666667,999,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0018774972297472604
1146.6666666666667,1000,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001964180451974604
1146.6666666666667,1001,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002083854604621621
1146.6666666666667,1002,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001709286928748994
1146.6666666666667,1003,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0018573716390704077
1146.6666666666667,1004,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0019139495940628554
1146.6666666666667,1005,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002054282087706677
1146.6666666666667,1006,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001885464462100375
1146.6666666666667,1007,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0017742578762876757
1146.6666666666667,1008,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0019347585836216416
1146.6666666666667,1009,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001930331766263107
1146.6666666666667,1010,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0018913778296089612
1146.6666666666667,1011,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0018199534726810358
1146.6666666666667,1012,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0020223366845714325
1146.6666666666667,1013,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0018350613072691075
1146.6666666666667,1014,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0018575489411741287
1146.6666666666667,1015,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002000792091257748
1146.6666666666667,1016,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001873216868147966
1146.6666666666667,1017,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001870188680521236
1146.6666666666667,1018,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002021563746439724
1146.6666666666667,1019,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0020032522726154173
1146.6666666666667,1020,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.001725039423791067
1146.6666666666667,1021,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0019989574129967128
1146.6666666666667,1022,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0018169217174854508
1146.6666666666667,1023,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0020216143398105223
1146.6666666666667,1024,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0017791160380729143
860.0,1025,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.00258346975276517
860.0,1026,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0023939515689355975
860.0,1027,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0026402283055781393
860.0,1028,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0025058555174884865
860.0,1029,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0025533910698512913
860.0,1030,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.00248498373974062
860.0,1031,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0025033296396630134
860.0,1032,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002618907269299472
860.0,1033,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0027784728061621615
860.0,1034,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002279049238331992
860.0,1035,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0024764955187605436
860.0,1036,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002551932792083807
860.0,1037,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002739042783608903
860.0,1038,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0025139526161338335
860.0,1039,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002365677168383568
860.0,1040,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002579678111495522
860.0,1041,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002573775688350809
860.0,1042,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0025218371061452817
860.0,1043,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002426604630241381
860.0,1044,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0026964489127619096
860.0,1045,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0024467484096921434
860.0,1046,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002476731921565505
860.0,1047,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0026677227883436638
860.0,1048,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002497622490863955
860.0,1049,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0024935849073616477
860.0,1050,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002695418328586298
860.0,1051,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0026710030301538897
860.0,1052,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002300052565054756
860.0,1053,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002665276550662284
860.0,1054,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.002422562289980601
860.0,1055,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0026954857864140295
860.0,1056,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0023721547174305525
688.0,1057,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.003229337190956463
688.0,1058,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0029924394611694975
688.0,1059,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.003300285381972674
688.0,1060,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0031323193968606083
688.0,1061,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.003191738837314114
688.0,1062,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.003106229674675775
688.0,1063,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.003129162049578767
688.0,1064,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0032736340866243397
688.0,1065,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0034730910077027015
688.0,1066,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0028488115479149904
688.0,1067,12.0,17.0,65.0,50.0,848.0,472.0,20.0,1.0,[existing],II,0.07,119.4,0.0030956193984506795
